#tax_id	GeneID	relationship	Other_tax_id	Other_GeneID
9606	527	Ortholog	10090	11984
9606	528	Ortholog	10090	66335
9606	529	Ortholog	10090	11973
9606	533	Ortholog	10090	114143
9606	534	Ortholog	10090	66237
9606	535	Ortholog	10090	11975
9606	537	Ortholog	10090	54411
9606	538	Ortholog	10090	11977
9606	539	Ortholog	10090	28080
9606	540	Ortholog	10090	11979
9606	545	Ortholog	10090	245000
9606	546	Ortholog	10090	22589
9606	547	Ortholog	10090	16560
9606	549	Ortholog	10090	11992
9606	550	Ortholog	10090	11993
9606	551	Ortholog	10090	11998
9606	552	Ortholog	10090	54140
9606	553	Ortholog	10090	26361
9606	554	Ortholog	10090	12000
9606	558	Ortholog	10090	26362
9606	563	Ortholog	10090	12007
9606	567	Ortholog	10090	12010
9606	570	Ortholog	10090	12012
9606	571	Ortholog	10090	12013
9606	572	Ortholog	10090	12015
9606	573	Ortholog	10090	12017
9606	575	Ortholog	10090	107831
9606	576	Ortholog	10090	230775
9606	577	Ortholog	10090	210933
9606	578	Ortholog	10090	12018
9606	579	Ortholog	10090	12020
9606	580	Ortholog	10090	12021
9606	581	Ortholog	10090	12028
9606	582	Ortholog	10090	52028
9606	583	Ortholog	10090	67378
9606	585	Ortholog	10090	102774
9606	586	Ortholog	10090	12035
9606	587	Ortholog	10090	12036
9606	590	Ortholog	10090	12038
9606	593	Ortholog	10090	12039
9606	594	Ortholog	10090	12040
9606	595	Ortholog	10090	12443
9606	596	Ortholog	10090	12043
9606	598	Ortholog	10090	12048
9606	599	Ortholog	10090	12050
9606	602	Ortholog	10090	12051
9606	604	Ortholog	10090	12053
9606	605	Ortholog	10090	77045
9606	607	Ortholog	10090	77578
9606	608	Ortholog	10090	21935
9606	610	Ortholog	10090	15166
9606	611	Ortholog	10090	12057
9606	613	Ortholog	10090	110279
9606	617	Ortholog	10090	66821
9606	622	Ortholog	10090	71911
9606	623	Ortholog	10090	12061
9606	624	Ortholog	10090	12062
9606	627	Ortholog	10090	12064
9606	629	Ortholog	10090	14962
9606	631	Ortholog	10090	12075
9606	632	Ortholog	10090	12096
9606	633	Ortholog	10090	12111
9606	635	Ortholog	10090	12116
9606	636	Ortholog	10090	12121
9606	637	Ortholog	10090	12122
9606	638	Ortholog	10090	12124
9606	639	Ortholog	10090	12142
9606	640	Ortholog	10090	12143
9606	641	Ortholog	10090	12144
9606	642	Ortholog	10090	104184
9606	643	Ortholog	10090	12145
9606	644	Ortholog	10090	109778
9606	645	Ortholog	10090	233016
9606	646	Ortholog	10090	12173
9606	648	Ortholog	10090	12151
9606	649	Ortholog	10090	12153
9606	650	Ortholog	10090	12156
9606	651	Ortholog	10090	110075
9606	652	Ortholog	10090	12159
9606	653	Ortholog	10090	12160
9606	654	Ortholog	10090	12161
9606	655	Ortholog	10090	12162
9606	656	Ortholog	10090	12164
9606	657	Ortholog	10090	12166
9606	658	Ortholog	10090	12167
9606	659	Ortholog	10090	12168
9606	660	Ortholog	10090	12169
9606	661	Ortholog	10090	67065
9606	662	Ortholog	10090	224630
9606	663	Ortholog	10090	12175
9606	664	Ortholog	10090	12176
9606	665	Ortholog	10090	12177
9606	666	Ortholog	10090	51800
9606	667	Ortholog	10090	13518
9606	668	Ortholog	10090	26927
9606	669	Ortholog	10090	12183
9606	670	Ortholog	10090	68021
9606	671	Ortholog	10090	329547
9606	672	Ortholog	10090	12189
9606	673	Ortholog	10090	109880
9606	675	Ortholog	10090	12190
9606	676	Ortholog	10090	114642
9606	677	Ortholog	10090	12192
9606	678	Ortholog	10090	12193
9606	680	Ortholog	10090	12209
9606	682	Ortholog	10090	12215
9606	683	Ortholog	10090	12182
9606	684	Ortholog	10090	69550
9606	685	Ortholog	10090	12223
9606	686	Ortholog	10090	26363
9606	687	Ortholog	10090	16601
9606	688	Ortholog	10090	12224
9606	689	Ortholog	10090	218490
9606	694	Ortholog	10090	12226
9606	695	Ortholog	10090	12229
9606	696	Ortholog	10090	12231
9606	699	Ortholog	10090	12235
9606	701	Ortholog	10090	12236
9606	705	Ortholog	10090	53414
9606	706	Ortholog	10090	12257
9606	708	Ortholog	10090	12261
9606	710	Ortholog	10090	12258
9606	712	Ortholog	10090	12259
9606	713	Ortholog	10090	12260
9606	714	Ortholog	10090	12262
9606	716	Ortholog	10090	317677
9606	717	Ortholog	10090	12263
9606	718	Ortholog	10090	12266
9606	719	Ortholog	10090	12267
9606	726	Ortholog	10090	12337
9606	727	Ortholog	10090	15139
9606	728	Ortholog	10090	12273
9606	729	Ortholog	10090	12274
9606	730	Ortholog	10090	109828
9606	731	Ortholog	10090	230558
9606	732	Ortholog	10090	110382
9606	733	Ortholog	10090	69379
9606	734	Ortholog	10090	209212
9606	735	Ortholog	10090	12279
9606	738	Ortholog	10090	68505
9606	740	Ortholog	10090	18120
9606	741	Ortholog	10090	29805
9606	744	Ortholog	10090	77015
9606	745	Ortholog	10090	225908
9606	746	Ortholog	10090	69038
9606	747	Ortholog	10090	269060
9606	752	Ortholog	10090	57778
9606	753	Ortholog	10090	52662
9606	754	Ortholog	10090	108705
9606	755	Ortholog	10090	67884
9606	757	Ortholog	10090	77975
9606	758	Ortholog	10090	223726
9606	759	Ortholog	10090	12346
9606	760	Ortholog	10090	12349
9606	761	Ortholog	10090	12350
9606	762	Ortholog	10090	12351
9606	763	Ortholog	10090	12352
9606	765	Ortholog	10090	12353
9606	766	Ortholog	10090	12354
9606	767	Ortholog	10090	12319
9606	768	Ortholog	10090	230099
9606	770	Ortholog	10090	12348
9606	771	Ortholog	10090	76459
9606	773	Ortholog	10090	12286
9606	774	Ortholog	10090	12287
9606	775	Ortholog	10090	12288
9606	776	Ortholog	10090	12289
9606	777	Ortholog	10090	12290
9606	778	Ortholog	10090	54652
9606	779	Ortholog	10090	12292
9606	780	Ortholog	10090	12305
9606	781	Ortholog	10090	12293
9606	782	Ortholog	10090	12295
9606	783	Ortholog	10090	12296
9606	784	Ortholog	10090	12297
9606	785	Ortholog	10090	12298
9606	786	Ortholog	10090	12299
9606	788	Ortholog	10090	57279
9606	790	Ortholog	10090	69719
9606	793	Ortholog	10090	12307
9606	794	Ortholog	10090	12308
9606	795	Ortholog	10090	12309
9606	796	Ortholog	10090	12310
9606	799	Ortholog	10090	12311
9606	800	Ortholog	10090	109624
9606	801	Ortholog	10090	12313
9606	805	Ortholog	10090	12314
9606	808	Ortholog	10090	12315
9606	810	Ortholog	10090	70405
9606	811	Ortholog	10090	12317
9606	813	Ortholog	10090	12321
9606	814	Ortholog	10090	12326
9606	815	Ortholog	10090	12322
9606	816	Ortholog	10090	12323
9606	817	Ortholog	10090	108058
9606	818	Ortholog	10090	12325
9606	819	Ortholog	10090	12328
9606	820	Ortholog	10090	12796
9606	821	Ortholog	10090	12330
9606	822	Ortholog	10090	12332
9606	823	Ortholog	10090	12333
9606	824	Ortholog	10090	12334
9606	825	Ortholog	10090	12335
9606	826	Ortholog	10090	12336
9606	827	Ortholog	10090	12338
9606	829	Ortholog	10090	12340
9606	830	Ortholog	10090	12343
9606	831	Ortholog	10090	12380
9606	832	Ortholog	10090	12345
9606	833	Ortholog	10090	27267
9606	835	Ortholog	10090	12366
9606	836	Ortholog	10090	12367
9606	839	Ortholog	10090	12368
9606	840	Ortholog	10090	12369
9606	841	Ortholog	10090	12370
9606	842	Ortholog	10090	12371
9606	844	Ortholog	10090	12372
9606	845	Ortholog	10090	12373
9606	846	Ortholog	10090	12374
9606	847	Ortholog	10090	12359
9606	857	Ortholog	10090	12389
9606	858	Ortholog	10090	12390
9606	859	Ortholog	10090	12391
9606	860	Ortholog	10090	12393
9606	861	Ortholog	10090	12394
9606	862	Ortholog	10090	12395
9606	863	Ortholog	10090	12398
9606	864	Ortholog	10090	12399
9606	865	Ortholog	10090	12400
9606	866	Ortholog	10090	12401
9606	867	Ortholog	10090	12402
9606	868	Ortholog	10090	208650
9606	869	Ortholog	10090	12404
9606	871	Ortholog	10090	12406
9606	873	Ortholog	10090	12408
9606	874	Ortholog	10090	109857
9606	875	Ortholog	10090	12411
9606	881	Ortholog	10090	442829
9606	883	Ortholog	10090	70266
9606	885	Ortholog	10090	12424
9606	886	Ortholog	10090	12425
9606	887	Ortholog	10090	12426
9606	889	Ortholog	10090	79264
9606	890	Ortholog	10090	12428
9606	891	Ortholog	10090	268697
9606	892	Ortholog	10090	51813
9606	894	Ortholog	10090	12444
9606	896	Ortholog	10090	12445
9606	898	Ortholog	10090	12447
9606	899	Ortholog	10090	12449
9606	900	Ortholog	10090	12450
9606	901	Ortholog	10090	12452
9606	902	Ortholog	10090	66671
9606	904	Ortholog	10090	12455
9606	905	Ortholog	10090	72949
9606	908	Ortholog	10090	12466
9606	912	Ortholog	10090	12479
9606	914	Ortholog	10090	12481
9606	915	Ortholog	10090	12500
9606	916	Ortholog	10090	12501
9606	917	Ortholog	10090	12502
9606	919	Ortholog	10090	12503
9606	920	Ortholog	10090	12504
9606	921	Ortholog	10090	12507
9606	922	Ortholog	10090	11801
9606	923	Ortholog	10090	12511
9606	924	Ortholog	10090	12516
9606	925	Ortholog	10090	12525
9606	926	Ortholog	10090	12526
9606	928	Ortholog	10090	12527
9606	929	Ortholog	10090	12475
9606	930	Ortholog	10090	12478
9606	931	Ortholog	10090	12482
9606	933	Ortholog	10090	12483
9606	939	Ortholog	10090	21940
9606	940	Ortholog	10090	12487
9606	941	Ortholog	10090	12519
9606	942	Ortholog	10090	12524
9606	943	Ortholog	10090	21941
9606	944	Ortholog	10090	21949
9606	945	Ortholog	10090	12489
9606	947	Ortholog	10090	12490
9606	948	Ortholog	10090	12491
9606	949	Ortholog	10090	20778
9606	950	Ortholog	10090	12492
9606	951	Ortholog	10090	12493
9606	952	Ortholog	10090	12494
9606	953	Ortholog	10090	12495
9606	954	Ortholog	10090	12496
9606	955	Ortholog	10090	12497
9606	956	Ortholog	10090	215446
9606	957	Ortholog	10090	12499
9606	958	Ortholog	10090	21939
9606	959	Ortholog	10090	21947
9606	960	Ortholog	10090	12505
9606	961	Ortholog	10090	16423
9606	962	Ortholog	10090	12506
9606	963	Ortholog	10090	12508
9606	967	Ortholog	10090	12512
9606	968	Ortholog	10090	12514
9606	970	Ortholog	10090	21948
9606	971	Ortholog	10090	12517
9606	972	Ortholog	10090	16149
9606	973	Ortholog	10090	12518
9606	974	Ortholog	10090	15985
9606	975	Ortholog	10090	12520
9606	976	Ortholog	10090	26364
9606	977	Ortholog	10090	12476
9606	978	Ortholog	10090	72269
9606	983	Ortholog	10090	12534
9606	984	Ortholog	10090	12537
9606	987	Ortholog	10090	80877
9606	988	Ortholog	10090	71702
9606	989	Ortholog	10090	235072
9606	990	Ortholog	10090	23834
9606	991	Ortholog	10090	107995
9606	993	Ortholog	10090	12530
9606	994	Ortholog	10090	12531
9606	995	Ortholog	10090	12532
9606	996	Ortholog	10090	217232
9606	997	Ortholog	10090	216150
9606	998	Ortholog	10090	12540
9606	999	Ortholog	10090	12550
9606	1000	Ortholog	10090	12558
9606	1001	Ortholog	10090	12560
9606	1002	Ortholog	10090	12561
9606	1003	Ortholog	10090	12562
9606	1004	Ortholog	10090	12563
9606	1005	Ortholog	10090	241201
9606	1006	Ortholog	10090	12564
9606	1007	Ortholog	10090	12565
9606	1008	Ortholog	10090	320873
9606	1009	Ortholog	10090	12552
9606	1010	Ortholog	10090	215654
9606	1012	Ortholog	10090	12554
9606	1013	Ortholog	10090	12555
9606	1014	Ortholog	10090	12556
9606	1015	Ortholog	10090	12557
9606	1016	Ortholog	10090	320865
9606	1017	Ortholog	10090	12566
9606	1019	Ortholog	10090	12567
9606	1020	Ortholog	10090	12568
9606	1021	Ortholog	10090	12571
9606	1022	Ortholog	10090	12572
9606	1024	Ortholog	10090	264064
9606	1025	Ortholog	10090	107951
9606	1026	Ortholog	10090	12575
9606	1027	Ortholog	10090	12576
9606	1028	Ortholog	10090	12577
9606	1030	Ortholog	10090	12579
9606	1031	Ortholog	10090	12580
9606	1032	Ortholog	10090	12581
9606	1033	Ortholog	10090	72391
9606	1036	Ortholog	10090	12583
9606	1039	Ortholog	10090	12585
9606	1040	Ortholog	10090	74596
9606	1041	Ortholog	10090	386463
9606	1043	Ortholog	10090	23833
9606	1044	Ortholog	10090	12590
9606	1045	Ortholog	10090	12591
9606	1046	Ortholog	10090	12592
9606	1047	Ortholog	10090	12745
9606	1050	Ortholog	10090	12606
9606	1051	Ortholog	10090	12608
9606	1052	Ortholog	10090	12609
9606	1053	Ortholog	10090	110794
9606	1054	Ortholog	10090	12611
9606	1056	Ortholog	10090	12613
9606	1058	Ortholog	10090	12615
9606	1059	Ortholog	10090	12616
9606	1060	Ortholog	10090	12617
9606	1062	Ortholog	10090	229841
9606	1063	Ortholog	10090	108000
9606	1068	Ortholog	10090	26369
9606	1069	Ortholog	10090	26370
9606	1070	Ortholog	10090	12626
9606	1072	Ortholog	10090	12631
9606	1073	Ortholog	10090	12632
9606	1075	Ortholog	10090	13032
9606	1080	Ortholog	10090	12638
9606	1081	Ortholog	10090	12640
9606	1101	Ortholog	10090	12643
9606	1102	Ortholog	10090	105670
9606	1103	Ortholog	10090	12647
9606	1104	Ortholog	10090	100088
9606	1105	Ortholog	10090	12648
9606	1106	Ortholog	10090	244059
9606	1107	Ortholog	10090	216848
9606	1108	Ortholog	10090	107932
9606	1111	Ortholog	10090	12649
9606	1112	Ortholog	10090	71375
9606	1113	Ortholog	10090	12652
9606	1114	Ortholog	10090	12653
9606	1116	Ortholog	10090	12654
9606	1118	Ortholog	10090	71884
9606	1119	Ortholog	10090	12660
9606	1120	Ortholog	10090	12651
9606	1121	Ortholog	10090	12662
9606	1122	Ortholog	10090	12663
9606	1123	Ortholog	10090	108699
9606	1124	Ortholog	10090	69993
9606	1128	Ortholog	10090	12669
9606	1129	Ortholog	10090	243764
9606	1130	Ortholog	10090	17101
9606	1131	Ortholog	10090	12671
9606	1132	Ortholog	10090	12672
9606	1133	Ortholog	10090	213788
9606	1134	Ortholog	10090	11435
9606	1135	Ortholog	10090	110902
9606	1136	Ortholog	10090	110834
9606	1137	Ortholog	10090	11438
9606	1138	Ortholog	10090	110835
9606	1140	Ortholog	10090	11443
9606	1141	Ortholog	10090	11444
9606	1142	Ortholog	10090	108043
9606	1143	Ortholog	10090	108015
9606	1144	Ortholog	10090	11447
9606	1145	Ortholog	10090	11448
9606	1146	Ortholog	10090	11449
9606	1147	Ortholog	10090	12675
9606	1149	Ortholog	10090	12683
9606	1152	Ortholog	10090	12709
9606	1153	Ortholog	10090	12696
9606	1154	Ortholog	10090	12700
9606	1155	Ortholog	10090	66411
9606	1158	Ortholog	10090	12715
9606	1159	Ortholog	10090	12716
9606	1160	Ortholog	10090	76722
9606	1161	Ortholog	10090	71991
9606	1163	Ortholog	10090	54124
9606	1164	Ortholog	10090	66197
9606	1173	Ortholog	10090	11773
9606	1174	Ortholog	10090	11769
9606	1175	Ortholog	10090	232910
9606	1176	Ortholog	10090	11777
9606	1179	Ortholog	10090	23844
9606	1180	Ortholog	10090	12723
9606	1181	Ortholog	10090	12724
9606	1182	Ortholog	10090	12725
9606	1183	Ortholog	10090	12727
9606	1184	Ortholog	10090	12728
9606	1185	Ortholog	10090	26372
9606	1186	Ortholog	10090	26373
9606	1191	Ortholog	10090	12759
9606	1192	Ortholog	10090	114584
9606	1195	Ortholog	10090	12747
9606	1196	Ortholog	10090	12748
9606	1198	Ortholog	10090	102414
9606	1200	Ortholog	10090	12751
9606	1201	Ortholog	10090	12752
9606	1203	Ortholog	10090	211286
9606	1207	Ortholog	10090	12729
9606	1208	Ortholog	10090	109791
9606	1209	Ortholog	10090	56457
9606	1211	Ortholog	10090	12757
9606	1212	Ortholog	10090	74325
9606	1213	Ortholog	10090	67300
9606	1215	Ortholog	10090	17228
9606	1230	Ortholog	10090	12768
9606	1232	Ortholog	10090	12771
9606	1233	Ortholog	10090	12773
9606	1235	Ortholog	10090	12458
9606	1236	Ortholog	10090	12775
9606	1237	Ortholog	10090	12776
9606	1238	Ortholog	10090	59289
9606	1240	Ortholog	10090	14747
9606	1241	Ortholog	10090	16995
9606	1244	Ortholog	10090	12780
9606	1258	Ortholog	10090	333329
9606	1259	Ortholog	10090	12788
9606	1260	Ortholog	10090	12789
9606	1261	Ortholog	10090	12790
9606	1262	Ortholog	10090	233649
9606	1263	Ortholog	10090	12795
9606	1264	Ortholog	10090	12797
